Rank,Mark,WIND,Competitor,DOB,Nat,Pos,Venue,Date,ResultsScore
938,7.32,0,Donna NTAMBUE,26 FEB 2001,CAN,2f1,"Tomlinson Fieldhouse, Montréal (CAN) (i)",26 JAN 2024,1111
938,7.32,0,Nele JAWORSKI,22 NOV 2004,GER,1h1,"Quarterback Immobilien Arena, Leipzig (GER) (i)",17 FEB 2024,1111
938,7.32,0,Magdalena LINDNER,14 APR 2000,AUT,1,"TipsArena, Linz (AUT) (i)",17 FEB 2024,1111
999,7.33,0,Ellen STREIDT,27 JUL 1952,GDR,5sf2,"Scandinavium, Göteborg (SWE) (i)",10 MAR 1974,1107
999,7.33,0,Jarmila KRATOCHVÍLOVÁ,26 JAN 1951,TCH,1,Jablonec (TCH) (i),31 JAN 1981,1107
553,7.25,0,Alexis BROWN,26 APR 2001,USA,3h3,"Sports Performance Center, Lubbock, TX (USA) (i)",23 FEB 2024,1134
553,7.25,0,Jaidyn RAMSEY,,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",23 FEB 2024,1134
603,7.26,0,Esmeralda FREITAS GARCIA,16 FEB 1959,BRA,,"Pocatello, ID (USA) (i)",13 MAR 1981,1131
603,7.26,0,Gloria SIEBERT,13 JAN 1964,GDR,3,Stuttgart (GER) (i),31 JAN 1988,1131
603,7.26,0,Diana DIETZ,30 AUG 1969,GDR,1,Senftenberg (GER) (i),06 FEB 1988,1131
603,7.26,0,Jacqueline POELMAN,05 OCT 1973,NED,4sf2,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",12 MAR 1994,1131
603,7.26,0,Beverly GRANT,15 SEP 1970,JAM,3,"Boston, MA (USA) (i)",20 FEB 1998,1131
603,7.26,0,Andria KING,22 JUN 1976,USA,1,"Blacksburg, VA (USA) (i)",20 FEB 1999,1131
603,7.26,0,Antonia CADORE,21 MAY 1977,GRN,1,"New York, NY (USA) (i)",14 JAN 2000,1131
603,7.26,0,Saša PROKOFJEV,28 NOV 1971,SLO,2h3,"Topsporthal Vlaanderen, Gent (BEL) (i)",26 FEB 2000,1131
603,7.26,0,Danielle CARRUTHERS,22 DEC 1979,USA,1,"University Park, PA (USA) (i)",24 FEB 2002,1131
603,7.26,0,Wangping QIN,16 JUN 1982,CHN,1,Shanghai (CHN) (i),20 FEB 2005,1131
603,7.26,0,Felicia FANT,,USA,4,"Boston, MA (USA) (i)",27 FEB 2005,1131
603,7.26,0,Magdalena KHRISTOVA,25 FEB 1977,BUL,2,Sofia (BUL) (i),03 FEB 2007,1131
603,7.26,0,Lena BERNTSSON,04 NOV 1978,SWE,4sf1,"Velódromo Luis Puig, Valencia (ESP) (i)",07 MAR 2008,1131
603,7.26,0,Yuna MEKHTI-ZADE,25 APR 1986,RUS,1f1,Moskva (RUS) (i),24 JAN 2009,1131
603,7.26,0,Saravia RICHARDSON,25 MAY 1988,USA,1,"Blacksburg, VA (USA) (i)",06 MAR 2010,1131
603,7.26,0,Funmi ALABI,25 APR 1991,USA,1sf2,"Blacksburg, VA (USA) (i)",05 MAR 2011,1131
603,7.26,0,Marecia PEMBERTON,07 JAN 1990,SKN,1,"Ames, IA (USA) (i)",05 MAR 2011,1131
603,7.26,0,Chastity RIGGIEN,05 JUL 1989,USA,4h3,"College Station, TX (USA) (i)",11 MAR 2011,1131
603,7.26,0,Lina GRINČIKAITĖ SAMUOLĖ,03 MAY 1987,LTU,5sf1,"Ataköy Arena, Istanbul (TUR) (i)",11 MAR 2012,1131
603,7.26,0,Natasha HASTINGS,23 JUL 1986,USA,1,"Houston, TX (USA) (i)",18 JAN 2013,1131
603,7.26,0,Atarah CLARKE,,USA,1f1,"Levelland, TX (USA) (i)",16 FEB 2013,1131
603,7.26,0,Mahagony JONES,20 DEC 1990,USA,2,"State College, PA (USA) (i)",31 JAN 2014,1131
603,7.26,0,Kseniya RYZHOVA,19 APR 1987,RUS,1sf2,Moskva (RUS) (i),17 FEB 2015,1131
603,7.26,0,Irene EKELUND,08 MAR 1997,SWE,1,Sätra (SWE) (i),21 FEB 2015,1131
603,7.26,0,Brianna TABIN,,USA,2,"Annapolis, MD (USA) (i)",22 FEB 2015,1131
603,7.26,0,Adeline GOUENON,20 OCT 1994,CIV,2er1,Lee Valley (GBR) (i),31 JAN 2016,1131
603,7.26,0,Anna KUKUSHKINA,13 DEC 1992,RUS,1,St. Petersburg (RUS) (i),07 FEB 2016,1131
603,7.26,0,Deanna HILL,13 APR 1996,USA,1h3,"Fayetteville, AR (USA) (i)",10 FEB 2017,1131
603,7.26,0,Jada MARTIN,08 JUN 1995,USA,2h4,"Nashville, TN (USA) (i)",24 FEB 2017,1131
603,7.26,0,Devynne CHARLTON,26 NOV 1995,BAH,1,"Geneva, OH (USA) (i)",25 FEB 2017,1131
603,7.26,0,Shavine HODGES,22 OCT 1992,JAM,1,"Clemson, SC (USA) (i)",19 JAN 2018,1131
603,7.26,0,Bianca WILLIAMS,18 DEC 1993,GBR,2sf2,Birmingham (GBR) (i),17 FEB 2018,1131
603,7.26,0,Chelsea FRANCIS,14 OCT 1996,USA,1h3,"Birmingham, AL (USA) (i)",22 FEB 2019,1131
603,7.26,0,La'Kayla HARRIS,29 JAN 1997,USA,1,"Ann Arbor, MI (USA) (i)",23 FEB 2019,1131
603,7.26,0,Kristina Marie KNOTT,25 SEP 1995,PHI,2h1,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",31 JAN 2021,1131
603,7.26,0,Jasmine ABRAMS,14 MAR 1994,GUY,1,"Convention Center, Albuquerque, NM (USA) (i)",12 FEB 2022,1131
603,7.26,0,Olga SAFRONOVA,05 NOV 1991,KAZ,1,"Athletic Center Olga Rypakova, Ust-Kamenogorsk (KAZ) (i)",12 FEB 2022,1131
603,7.26,0,Caira PETTWAY,1999,USA,2h2,"Lied Recreation Center, Ames, IA (USA) (i)",25 FEB 2022,1131
603,7.26,0,Olivia FOTOPOULOU,20 DEC 1996,CYP,5,"Gallur, Madrid (ESP) (i)",22 FEB 2023,1131
603,7.26,+1.5,Ella CONNOLLY,13 JUL 2000,AUS,1h2,"Kerryn McCann Athletic Centre, Wollongong (AUS)",13 JAN 2024,1131
603,7.26,0,Viktória FORSTER,08 APR 2002,SVK,4,"Atletická hala, Ostrava (CZE) (i)",30 JAN 2024,1131
603,7.26,0,Mallory LECONTE,04 OCT 2000,FRA,2f2,"Halle Michel d'Ornano, Mondeville (FRA) (i)",07 FEB 2024,1131
603,7.26,0,Iyana GRAY,27 FEB 2003,USA,3,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1131
603,7.26,0,Mabel AKANDE,05 SEP 2006,GBR,1,"National Indoor Athletics Centre, Sheffield (GBR) (i)",10 FEB 2024,1131
603,7.26,0,Makhaila MILLS,23 NOV 2002,USA,2,"Convention Center, Albuquerque, NM (USA) (i)",10 FEB 2024,1131
603,7.26,0,McKenzie TRAVIS,,USA,2,"Armory Track&Field Center, New York, NY (USA) (i)",11 FEB 2024,1131
603,7.26,0,Helene RØNNINGEN,04 SEP 1998,NOR,6h7,"Glasgow Arena, Glasgow (GBR) (i)",02 MAR 2024,1131
650,7.27,0,Sylviane TELLIEZ,20 OCT 1942,FRA,2sf2,"Scandinavium, Göteborg (SWE) (i)",10 MAR 1974,1127
650,7.27,0,Ingeborg HELTEN,31 DEC 1950,FRG,2sf1,"Olympiahalle, München (GER) (i)",22 FEB 1976,1127
650,7.27,0,Antonina NASTOBURKO,21 JAN 1959,URS,2,Kishinev (URS) (i),15 FEB 1985,1127
650,7.27,0,Maya AZARASHVILI,06 APR 1964,GEO,1,Mannheim (GER) (i),11 FEB 1994,1127
650,7.27,0,Marie-Joëlle DOGBO,13 FEB 1975,FRA,4sf1,"Palais Omnisports de Paris-Bercy, Paris (FRA) (i)",12 MAR 1994,1127
650,7.27,0,Zdeňka MUŠÍNSKÁ,14 APR 1957,CZE,1,Jablonec nad Nisou (CZE) (i),27 JAN 1996,1127
650,7.27,0,Benita KELLEY,15 SEP 1975,USA,sf,"Atlanta, GA (USA) (i)",02 MAR 1996,1127
650,7.27,0,Idaila HECHAVARRÍA,05 JUN 1974,CUB,1,Wien (AUT) (i),15 FEB 1997,1127
650,7.27,0,Mireille DONDERS,07 JUL 1974,SUI,1,Magglingen (SUI) (i),15 FEB 1998,1127
650,7.27,0,Fabienne FICHER,25 APR 1966,FRA,2,Eaubonne (FRA) (i),21 JAN 1999,1127
650,7.27,0,Shanta GHOSH,03 JAN 1975,GER,2,Karlsruhe (GER) (i),21 FEB 1999,1127
650,7.27,0,Hanitriniaina RAKOTONDRABE,01 JAN 1967,MAD,3h3,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1127
650,7.27,0,Sheba CLARKE,06 JUL 1981,USA,1,"Ames, IA (USA) (i)",08 DEC 2000,1127
650,7.27,0,Aksel GÜRCAN,02 JAN 1973,TUR,6,Moskva (RUS) (i),27 JAN 2001,1127
650,7.27,0,Martha ADUSEI,08 JUN 1976,CAN,2,Halle (GER) (i),16 FEB 2001,1127
650,7.27,0,Katleen DE CALUWÉ,22 DEC 1976,BEL,2h1,Gent (BEL) (i),10 FEB 2002,1127
650,7.27,0,Abiodun OYEPITAN,30 DEC 1979,GBR,1,Glasgow (GBR) (i),24 JAN 2004,1127
650,7.27,0,Yelena MIRONOVA,17 APR 1982,RUS,1,Moskva (RUS) (i),14 FEB 2004,1127
650,7.27,0,Consuella MOORE,29 AUG 1981,USA,1,"Iowa City, IA (USA) (i)",29 FEB 2004,1127
650,7.27,0,Tremedia BRICE,22 JUL 1981,USA,4,"Fayetteville, AR (USA) (i)",12 MAR 2005,1127
650,7.27,0,Ebonie FLOYD,21 OCT 1983,USA,2h,"Fayetteville, AR (USA) (i)",09 FEB 2007,1127
650,7.27,0,Yujia TAO,16 FEB 1987,CHN,1,Shanghai (CHN) (i),26 JAN 2008,1127
650,7.27,0,Madison MCNARY,01 MAR 1990,USA,1,"Lafayette, LA (USA) (i)",27 FEB 2011,1127
650,7.27,0,Jasmine EDGERSON,06 JUN 1991,USA,2,"Boston, MA (USA) (i)",25 FEB 2012,1127
650,7.27,0,Geronne BLACK,26 OCT 1989,USA,1f2,"Albuquerque, NM (USA) (i)",08 FEB 2013,1127
650,7.27,0,NyEma SIMS,10 FEB 1988,USA,2,"Geneva, OH (USA) (i)",02 MAR 2013,1127
650,7.27,0,Viktoriya VRUCHINSKAYA,04 APR 1991,RUS,1h2,Moskva (RUS) (i),11 JAN 2015,1127
650,7.27,0,Alexis FAULKNOR,22 SEP 1994,USA,4,"Lexington, KY (USA) (i)",24 JAN 2015,1127
650,7.27,0,Marina PANTELEYEVA,16 MAY 1989,RUS,1,Moskva (RUS) (i),07 FEB 2015,1127
650,7.27,0,Jennifer GALAIS,07 MAR 1992,FRA,3,Aubiére (FRA) (i),27 FEB 2016,1127
650,7.27,0,Kennadi BOUYER,1995,USA,6h2,"Birmingham, AL (USA) (i)",11 MAR 2016,1127
650,7.27,0,Torie ROBINSON,11 JUN 1996,USA,1,"Clemson, SC (USA) (i)",10 FEB 2017,1127
650,7.27,0,Phylicia GEORGE,16 NOV 1987,CAN,4,"New York, NY (USA) (i)",11 FEB 2017,1127
650,7.27,0,Amy FOSTER,02 OCT 1988,IRL,1,Abbotstown (IRL) (i),18 FEB 2018,1127
650,7.27,0,Janeek BROWN,14 MAY 1998,JAM,3h3,"Fayetteville, AR (USA) (i)",22 FEB 2019,1127
650,7.27,0,Sydney CONLEY,11 DEC 1993,USA,1f6,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",17 JAN 2020,1127
650,7.27,0,Caitland SMITH,24 MAR 1996,USA,1,"Robert W. Plaster Center, Pittsburg, KS (USA) (i)",15 FEB 2020,1127
650,7.27,0,Jaslyn GARDNER,,USA,1f2,"Smith Fieldhouse, BYU, Provo, UT (USA) (i)",10 DEC 2021,1127
650,7.27,0,Victoria PERROW,,USA,3,"Randal Tyson Indoor Center, Fayetteville, AR (USA) (i)",28 JAN 2022,1127
650,7.27,0,Symone DARIUS,04 JUL 1998,USA,2,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",11 FEB 2022,1127
650,7.27,+1.3,Kasheika CAMERON,22 OCT 1998,JAM,2h1,"National Stadium, Kingston (JAM)",19 FEB 2022,1127
650,7.27,0,Avery LEWIS,21 DEC 2005,USA,1,"Armory Track&Field Center, New York, NY (USA) (i)",11 MAR 2022,1127
650,7.27,0,Alisha REES,16 APR 1999,GBR,1er10,"Lee Valley Athletics Centre, London (GBR) (i)",08 JAN 2023,1127
650,7.27,0,Meixia HUANG,23 NOV 2003,CHN,1f3,"Sichuan Xipu Training Base, Chengdu (CHN) (i)",24 FEB 2023,1127
650,7.27,0,Divonne FRANKLIN,18 FEB 2000,USA,2,"Virginia Beach Sports Center, Virginia Beach, VA (USA) (i)",11 MAR 2023,1127
650,7.27,0,Jassani CARTER,04 NOV 2003,USA,1sf3,"The Podium, Spokane, WA (USA) (i)",12 JAN 2024,1127
650,7.27,0,Jasmine MONTGOMERY,2002,USA,1h2,"R.A. ""Murray"" Fasken Indoor Track Stadium, College Station, TX (USA) (i)",13 JAN 2024,1127
650,7.27,0,Monika WEIGERTOVÁ,20 MAR 1992,SVK,1f1,"Športová hala Elán, Bratislava (SVK) (i)",28 JAN 2024,1127
650,7.27,0,Zhane SMITH,25 APR 1999,USA,2,"Sports Performance Center, Lubbock, TX (USA) (i)",09 FEB 2024,1127
650,7.27,0,Anny Caroline DE BASSI,16 JUN 1997,BRA,1h2,"Pista de Atletismo do CNTA, Cascavel (BRA) (i)",17 FEB 2024,1127
650,7.27,0,Melicia MOUZZON,,USA,1,"CrossPlex Athletic Facility, Birmingham, AL (USA) (i)",24 FEB 2024,1127
747,7.29,0,Aleksandra PIOTROWSKA,01 NOV 2004,POL,4,"Arena, Toruń (POL) (i)",17 FEB 2024,1121
747,7.29,0,E'Lexis HOLLIS,,USA,1,"The Podium, Spokane, WA (USA) (i)",20 FEB 2024,1121
747,7.29,0,Kennedi PORTER,,USA,1h1,"Convention Center, Albuquerque, NM (USA) (i)",23 FEB 2024,1121
804,7.3,0,Zhanna LYUBCHENKO,,RUS,5,Samara (RUS) (i),30 JAN 2000,1117
804,7.3,0,Erica BROOMFIELD,17 OCT 1977,CAN,1,"Syracuse, NY (USA) (i)",20 FEB 2000,1117
804,7.3,0,Erica BURRELL,24 MAY 1978,USA,h,"Fayetteville, AR (USA) (i)",10 MAR 2000,1117
804,7.3,0,Camille CLARKE,03 DEC 1977,JAM,1,"Columbia, MO (USA) (i)",19 JAN 2001,1117
804,7.3,0,Yueqin CHEN,25 FEB 1977,CHN,1,Beijing (CHN) (i),20 FEB 2001,1117
804,7.3,0,Xiujun ZENG,10 FEB 1979,CHN,1,Beijing (CHN) (i),21 FEB 2001,1117
804,7.3,0,Nikki BENJAMIN,16 JUN 1982,USA,1h2,"Fayetteville, AR (USA) (i)",09 MAR 2001,1117
804,7.3,0,Severina CRAVID,01 JUL 1978,POR,2h6,"Atlantic Pavillion, Lisboa (POR) (i)",11 MAR 2001,1117
804,7.3,0,Chequetta BEARFIELD,16 APR 1980,USA,2,"Salt Lake City, UT (USA) (i)",25 JAN 2003,1117
804,7.3,0,Roxana DÍAZ,17 MAY 1981,CUB,5,Athina (GRE) (i),06 MAR 2003,1117
804,7.3,0,Heather SAMUEL,06 JUL 1970,ANT,5sf1,"National Indoor Arena, Birmingham (GBR) (i)",14 MAR 2003,1117
804,7.3,0,Evi NESOUDI,27 APR 1979,GRE,1,Athina (GRE) (i),17 JAN 2004,1117
804,7.3,0,Kim WELLS,,USA,1,Air Force Academy (USA) (i),28 FEB 2004,1117
804,7.3,0,Angela MOROŞANU,26 JUL 1986,ROU,1,Bucureşti (ROU) (i),12 FEB 2005,1117
804,7.3,0,Katrin KÄÄRT,10 OCT 1983,EST,4h4,"Palacio de Deportes, Madrid (ESP) (i)",04 MAR 2005,1117
804,7.3,0,Irina PEPELYAYEVA,25 MAY 1982,RUS,2,Omsk (RUS) (i),24 DEC 2005,1117
804,7.3,0,Yelena BOLSUN,25 JUN 1982,RUS,3,Omsk (RUS) (i),24 DEC 2005,1117
804,7.3,0,Nadezhda PALEYEVA,24 SEP 1985,RUS,3,Omsk (RUS) (i),24 DEC 2005,1117
804,7.3,0,Janice DAVIS,27 OCT 1984,USA,7,"Fayetteville, AR (USA) (i)",10 FEB 2006,1117
804,7.3,0,Ashley CRUDER,09 SEP 1989,USA,1,"Golden, CO (USA) (i)",11 FEB 2006,1117
804,7.3,0,Joy ELOMS,26 DEC 1985,USA,2,"Muncie, IN (USA) (i)",17 FEB 2006,1117
804,7.3,0,Fabienne BERET-MARTINEL,22 DEC 1977,FRA,1h2,Aubiére (FRA) (i),26 FEB 2006,1117
804,7.3,0,Adriane LAPSLEY,18 DEC 1983,USA,4h2,"Fayetteville, AR (USA) (i)",10 MAR 2006,1117
804,7.3,0,Tracy-Ann ROWE,17 SEP 1985,JAM,4,"Fayetteville, AR (USA) (i)",09 FEB 2007,1117
804,7.3,0,Antonette CARTER,16 FEB 1984,USA,3,"Albuquerque, NM (USA) (i)",16 FEB 2007,1117
804,7.3,0,Anna BOYLE,29 MAR 1983,IRL,3h5,"National Indoor Arena, Birmingham (GBR) (i)",03 MAR 2007,1117
804,7.3,0,Lan JIANG,27 JUN 1989,CHN,1,Shanghai (CHN) (i),26 JAN 2008,1117
804,7.3,0,Haina TENG,14 MAY 1987,CHN,1f1,Shanghai (CHN) (i),18 FEB 2009,1117
804,7.3,0,Tangela NEAL,07 APR 1979,USA,6,"Boston, MA (USA) (i)",01 MAR 2009,1117
804,7.3,0,Jekaterina MIRONOVA,09 APR 1986,EST,1h1,Chelyabinsk (RUS) (i),16 JAN 2010,1117
804,7.3,0,Kseniya ZADORINA,02 MAR 1987,RUS,f2,Moskva (RUS) (i),18 JAN 2013,1117
804,7.3,0,Kristina KHOROSHEVA,05 APR 1993,RUS,1,Orenburg (RUS) (i),01 FEB 2013,1117
804,7.3,0,Shauna MASON,1991,TTO,2f1,"Levelland, TX (USA) (i)",16 FEB 2013,1117
804,7.3,0,Chesna SYKES,28 AUG 1992,USA,1sf2,"New York, NY (USA) (i)",07 FEB 2014,1117
804,7.3,0,Carla TAVARES,22 MAY 1982,POR,1,Pombal (POR) (i),15 FEB 2014,1117
804,7.3,0,Jessica DAVIS,31 OCT 1992,USA,5h2,"Albuquerque, NM (USA) (i)",14 MAR 2014,1117
804,7.3,0,Keilah TYSON,06 NOV 1992,USA,1h1,"Lexington, KY (USA) (i)",27 FEB 2015,1117
804,7.3,0,Carrol HARDY,1994,USA,2,"Nashville, TN (USA) (i)",30 JAN 2016,1117
804,7.3,0,Taylor BENNETT,15 JAN 1997,USA,1h1,"Ames, IA (USA) (i)",26 FEB 2016,1117
804,7.3,0,Zaria FRANCIS,22 MAR 1998,USA,1,"New York, NY (USA) (i)",13 MAR 2016,1117
804,7.3,0,Ciara NEVILLE,14 OCT 1999,IRL,1,Athlone (IRL) (i),29 JAN 2017,1117
804,7.3,0,Phyllis FRANCIS,04 MAY 1992,USA,1,"College Station, TX (USA) (i)",04 FEB 2017,1117
804,7.3,0,Maria BELIMPASAKI,19 JUN 1991,GRE,1f1,Athina (GRE) (i),18 FEB 2017,1117
804,7.3,0,Rachel MISHER,04 FEB 1997,USA,3,"Albuquerque, NM (USA) (i)",03 FEB 2018,1117
804,7.3,0,Janice BABEL,10 NOV 1992,NED,1h8,Amsterdam (NED) (i),03 FEB 2018,1117
804,7.3,0,Brianne BETHEL,05 JUL 1998,BAH,2,"Birmingham, AL (USA) (i)",23 FEB 2019,1117
804,7.3,0,Cyréna SAMBA-MAYELA,31 OCT 2000,FRA,1f1,"Stade Couvert Stephane Diagana, Eaubonne (FRA) (i)",25 JAN 2020,1117
804,7.3,0,Irene SIRAGUSA,23 JUN 1993,ITA,1f1,"Palaindoor Ancona, Ancona (ITA) (i)",25 JAN 2020,1117
804,7.3,0,Caisja CHANDLER,18 JUN 2000,USA,1,"Vanderbilt Multipurpose Facility, Nashville, TN (USA) (i)",15 FEB 2020,1117
804,7.3,0,Katarzyna SOKÓLSKA,23 AUG 1993,POL,2,"Arena, Toruń (POL) (i)",29 FEB 2020,1117
804,7.3,0,Aniekeme Alphonsus ETIM,25 DEC 1999,NGR,1h1,"Sanford Jackrabbit Athletic Complex, Brookings, SD (USA) (i)",06 MAR 2020,1117
804,7.3,0,Sina MAYER,10 APR 1995,GER,3,"Helmut-Körnig-Halle, Dortmund (GER) (i)",07 FEB 2021,1117
804,7.3,0,Sydney WASHINGTON,23 OCT 1998,USA,3,"Sports Performance Center, Lubbock, TX (USA) (i)",11 FEB 2022,1117
804,7.3,0,Laura MÜLLER,11 DEC 1995,GER,4,"Quarterback Immobilien Arena, Leipzig (GER) (i)",26 FEB 2022,1117
804,7.3,0,Eva KUBÍČKOVÁ,04 JUN 2003,CZE,1,"Atletická hala, Ostrava (CZE) (i)",05 MAR 2022,1117
804,7.3,0,Lena WEISS,28 MAR 1994,SUI,1f1,"Halle End der Welt, Magglingen (SUI) (i)",04 FEB 2023,1117
804,7.3,0,Tionna BROWN,2003,USA,2h3,"Convention Center, Albuquerque, NM (USA) (i)",04 FEB 2023,1117
804,7.3,0,Kenondra DAVIS,15 FEB 2003,USA,2h7,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2023,1117
804,7.3,0,Anthaya CHARLTON,28 JUL 2003,BAH,2sf1,"Clemson Indoor Track & Field Complex, Clemson, SC (USA) (i)",10 FEB 2023,1117
804,7.3,0,Milian FIELDS,2002,USA,5,"Convention Center, Albuquerque, NM (USA) (i)",11 FEB 2023,1117
804,7.3,0,Sarah LEAHY,01 AUG 1999,IRL,1,"National Indoor Arena, Abbotstown, Dublin (IRL) (i)",19 FEB 2023,1117
804,7.3,0,Joan HEALY,30 SEP 1992,IRL,1er3,"National Indoor Arena, Abbotstown, Dublin (IRL) (i)",24 FEB 2023,1117
804,7.3,0,Jada MOORE,02 APR 2001,USA,1h1,"Convention Center, Albuquerque, NM (USA) (i)",24 FEB 2023,1117
804,7.3,0,Natacha NGOYE,15 AUG 1993,CGO,2,"Topsporthal Vlaanderen, Gent (BEL) (i)",03 FEB 2024,1117
804,7.3,0,Yanina LUTSENKA,02 APR 2000,BLR,1,"Olimpiyets, Mogilyov (BLR) (i)",17 FEB 2024,1117
804,7.3,0,Marie-Éloise LECLAIR,10 SEP 2002,CAN,1h1,"The Podium, Spokane, WA (USA) (i)",19 FEB 2024,1117
804,7.3,0,Kaniya JOHNSON,2003,USA,2h2,"The Track at New Balance, Boston, MA (USA) (i)",23 FEB 2024,1117
871,7.31,0,Kerstin WALTHER,15 APR 1961,GDR,6,Senftenberg (GER) (i),19 FEB 1983,1114
871,7.31,0,Edith OKER,01 FEB 1961,FRG,1,Stuttgart (GER) (i),10 FEB 1984,1114
871,7.31,0,Silke-Beate KNOLL,21 FEB 1967,FRG,1,Düsseldorf (GER) (i),30 JAN 1988,1114
871,7.31,0,Ewa KASPRZYK,07 SEP 1957,POL,2,Budapest (HUN) (i),28 FEB 1988,1114
871,7.31,0,Sabine RICHTER,18 JUL 1966,FRG,6,"Sporthal Houtrust, Den Haag (NED) (i)",18 FEB 1989,1114
871,7.31,0,Edit MOLNÁR,12 SEP 1965,HUN,2,Budapest (HUN) (i),26 FEB 1994,1114
871,7.31,0,Elisha BREWER,06 DEC 1975,USA,2,"Flagstaff, AZ (USA) (i)",06 FEB 1999,1114
871,7.31,0,Zuzanna RADECKA-PAKASZEWSKA,02 APR 1975,POL,4h3,"Green Dome, Maebashi (JPN) (i)",07 MAR 1999,1114
871,7.31,0,Lorraine DUNLOP,12 MAR 1979,USA,1,"University Park, PA (USA) (i)",09 FEB 2001,1114
871,7.31,0,Katchi HABEL,22 OCT 1982,GER,8,Dortmund (GER) (i),11 FEB 2001,1114
871,7.31,0,Natalya BYSTROVA,1980,RUS,1,St. Petersburg (RUS) (i),20 JAN 2002,1114
871,7.31,0,LaKadron IVERY,23 JUN 1983,USA,3sf1,"Lincoln, NE (USA) (i)",27 FEB 2004,1114
871,7.31,0,Lyubov PEREPELOVA,26 FEB 1979,UZB,2,Peania (GRE) (i),20 FEB 2005,1114
871,7.31,0,Anyika ONUORA,28 OCT 1984,GBR,1,Bratislava (SVK) (i),29 JAN 2006,1114
871,7.31,0,Yolanda GOFF,14 JAN 1985,USA,1,"Norman, OK (USA) (i)",04 FEB 2006,1114
871,7.31,0,Janay DELOACH,12 OCT 1985,USA,2h2,"Albuquerque, NM (USA) (i)",24 FEB 2006,1114
871,7.31,0,Daniela GRAGLIA,26 MAY 1976,ITA,1,Ancona (ITA) (i),18 FEB 2007,1114
871,7.31,0,Anita PISTONE,29 OCT 1976,ITA,1h2,Ancona (ITA) (i),18 FEB 2007,1114
871,7.31,0,Virgil HODGE,17 NOV 1983,SKN,1h3,"Albuquerque, NM (USA) (i)",23 FEB 2007,1114
871,7.31,0,Yvonne MENSAH,15 MAY 1985,CAN,1h1,"Champaign, IL (USA) (i)",24 FEB 2007,1114
999,7.33,0,Taťána KOCEMBOVÁ,02 MAY 1962,TCH,1,Jablonec (TCH) (i),19 FEB 1983,1107
999,7.33,0,Simmone Kim JACOBS,05 SEP 1966,GBR,2,Cosford (GBR) (i),12 JAN 1985,1107
999,7.33,0,Krasimira PENCHEVA,07 SEP 1958,BUL,4sf1,"Peace and Friendship Stadium, Piraeus (GRE) (i)",03 MAR 1985,1107
999,7.33,0,Erika SUCHOVSKÁ,27 JUL 1967,CZE,2,Ostrava (CZE) (i),29 JAN 1998,1107
999,7.33,0,Jenell ALI,04 OCT 1974,USA,3,"Indianapolis, IN (USA) (i)",14 FEB 1998,1107
999,7.33,0,Annika AMUNDIN,09 FEB 1977,SWE,4h1,"Velódromo Luis Puig, Valencia (ESP) (i)",27 FEB 1998,1107
999,7.33,0,Fabé DIA,14 FEB 1977,FRA,1,Eaubonne (FRA) (i),21 JAN 2000,1107
999,7.33,0,Kerry Ann RICHARDS,22 APR 1976,JAM,h,"Minneapolis, MN (USA) (i)",26 FEB 2000,1107
999,7.33,0,Vonette DIXON,26 NOV 1975,JAM,2,"Fayetteville, AR (USA) (i)",27 FEB 2000,1107
999,7.33,0,Ekaterina TOSHEVA-MASHOVA,01 FEB 1974,BUL,1,Sofia (BUL) (i),09 FEB 2002,1107
999,7.33,0,Olga SHISHIGINA,23 DEC 1968,KAZ,5h1,Birmingham (GBR) (i),17 FEB 2002,1107
999,7.33,0,Monica TWUM,14 MAR 1978,GHA,1,"Ames, IA (USA) (i)",01 MAR 2002,1107
999,7.33,0,Aleah WILLIAMS,07 JAN 1981,USA,5h2,"Fayetteville, AR (USA) (i)",14 MAR 2003,1107
999,7.33,0,Tonette DYER,28 MAR 1982,USA,2,Air Force Academy (USA) (i),28 FEB 2004,1107
999,7.33,0,Khalilah CARPENTER,27 JAN 1983,USA,1,"Blacksburg, VA (USA) (i)",05 MAR 2005,1107
999,7.33,0,Yingju WANG,07 JUL 1985,CHN,1,Beijing (CHN) (i),06 MAR 2005,1107
999,7.33,0,Brooklynn MORRIS,27 MAR 1986,USA,4h10,"New York, NY (USA) (i)",03 FEB 2006,1107
999,7.33,0,Porchea CARROLL,23 OCT 1983,USA,2,"Flagstaff, AZ (USA) (i)",04 FEB 2006,1107
999,7.33,0,Yekaterina KAMANINA,21 FEB 1985,RUS,1,Saransk (RUS) (i),09 FEB 2006,1107
999,7.33,0,Martha KOJ,1986,GER,2,Leipzig (GER) (i),12 FEB 2006,1107
999,7.33,0,Kellie WELLS,16 JUL 1982,USA,1h5,"Landover, MD (USA) (i)",17 FEB 2006,1107
